,ingredient,degree,sugar,base_spirit,occasion_id
1461,"얼음,진,레몬 주스,트리플 섹,계란 흰자,레몬 껍질",41,1,gin,14
1462,"얼음,진,블루 큐라소,비터즈",44,1,gin,14
1463,"얼음,진,진저 리큐어",44,0,gin,14
1464,"얼음,진,라즈베리,레몬 주스,슈가시럽,계란 흰자",33,2,gin,14
1465,"얼음,진,딸기 리큐어,소다수,딸기",44,0,gin,14
1466,"얼음,진,계란 흰자,신선한 애플 주스,바이올렛 리큐어",40,0,gin,14
1467,"얼음,진,드라이 버무스,체리 브랜디,레몬 주스,오렌지 비터즈,오렌지",29,6,gin,14
1468,"얼음,진,복숭아 리큐어,석류즙,오렌지 주스",43,0,gin,15
1469,"얼음,진,자몽주스,레몬 주스,슈가시럽,크렘 드 뮈르,레몬 껍질",17,9,gin,14
1470,"얼음,라이트 럼,진,살구 브랜디,파인애플 주스,마라스키노 베리",41,2,gin|rum,14
1471,"얼음,진,드라이 버무스,크림,체리 리큐어",22,3,gin,15
1472,"얼음,진,애플잭,레몬 주스,석류즙,계란 흰자,마라스키노 베리",42,1,gin,4
1473,"얼음,꼬냑,진,라이트 럼,진저엘,라임 주스,비터즈,민트",12,2,gin|rum,14
1474,"얼음,진,멜론 리큐어,블루 큐라소,진저엘,키위,라임",32,13,gin,14
1475,"얼음,진,석류즙,레몬 주스,오렌지 주스",43,0,gin,14
1476,"얼음,진,드라이 버무스,아마레또,캄파리",26,6,gin,14
1477,"얼음,진,살구 브랜디,패션 프루트 주스,비터즈",30,9,gin,14
1478,"얼음,아쿠아비트,진,레몬 주스,비터즈",14,0,gin,15
1479,"얼음,진,그린 샤르트뢰즈,스위트 버무스",31,16,gin,15
1480,"얼음,라이트 럼,진,스파이스 럼,레몬 주스,아마레또,콜라,라임",25,5,gin|rum,14
1481,"얼음,진,체리 리큐어,오렌지 주스,계란 흰자,레몬 주스,비터즈",41,0,gin,14
1482,"얼음,진,블루 큐라소,파스티스,파인애플",34,16,gin,14
1483,"얼음,진,레몬 주스,복숭아 리큐어,압생트",23,6,gin,14
1484,"얼음,진,드라이 버무스,캄파리,트리플 섹,포도",35,8,gin,14
1485,"얼음,진,그린 샤르트뢰즈,스위트 버무스,오렌지 비터즈,그린 올리브,레몬 껍질",31,16,gin,15
1486,"얼음,진,파스티스,석류즙",36,10,gin,14
1487,"얼음,드라이 버무스,진,오렌지 주스,스위트 버무스,트리플 섹,오렌지 비터즈,오렌지",22,11,gin,14
1488,"얼음,살구 브랜디,진,칼바도스",31,16,gin,22
1489,"잘게 부순 얼음,진,레몬 주스,마라스키노 리큐어,슈가시럽,마라스키노 베리,파인애플",41,1,gin,14
1490,"얼음,진,스카치 위스키,파스티스",42,5,gin|whisky,14
1491,"얼음,잘게 부순 얼음,진,라임 주스,파파야 주스,비터즈,소다수",41,0,gin,14
1492,"얼음,진,라임 주스,슈가시럽,민트",41,2,gin,14
1493,"얼음,진,레몬 주스,스웨디시 푼쉬,라임 코디얼",15,0,gin,14
1494,"얼음,진,그린 샤르트뢰즈,셰리,비터즈,오렌지 비터즈,오렌지",35,5,gin,13
1495,"얼음,진,체리 브랜디,오렌지 큐라소,아니제트",43,2,gin,15
1496,"얼음,진,레몬 주스,스웨디시 푼쉬",15,0,gin,14
1497,"얼음,진,석류즙,스위트 버무스,오렌지 주스,파인애플 주스",25,12,gin,14
1498,"얼음,라이트 럼,진,석류즙,레몬 주스",28,5,gin|rum,14
1499,"얼음,진,크림,화이트 크렘 드 망트",22,5,gin,15
1500,"얼음,진,바나나 리큐어,트리플 섹,오렌지 주스,계란 흰자",28,17,gin,14
1501,"얼음,진,퀴멜,레몬 주스",25,0,gin,14
1502,"얼음,진,그린 샤르트뢰즈,소다수",40,8,gin,14
1503,"얼음,진,파인애플 주스,라임과 레몬그라스 코디얼,패션 프루트 시럽,바질",37,3,gin,14
1504,"진,아페롤,오이,레몬 껍질",35,4,gin,14
1505,"얼음,진,오렌지 주스,석류즙,계란",11,6,gin,4
1506,"얼음,진,드라이 버무스,체리 브랜디,바이올렛 리큐어,마라스키노 베리",35,5,gin,14
1507,"얼음,진,토닉 워터,레몬",34,0,gin,14
1508,"얼음,진,자몽주스,오렌지 큐라소,라임,민트",41,1,gin,14
1509,"얼음,진,석류즙,계란 흰자",22,12,gin,15
1510,"얼음,진,스위트 버무스,오렌지 주스",43,0,gin,15
1511,"얼음,진,핌즈 컵 넘버 1,오렌지 큐라소,스위트 버무스,레몬,마라스키노 베리",23,12,gin,4
1512,"얼음,진,트리플 섹,파스티스",41,12,gin,14
1513,"얼음,진,레몬 주스,스웨디시 푼쉬,오렌지 주스,레몬",41,0,gin,4
1514,"얼음,자메이카 타입의 다크 럼,진,라임 주스,슈가시럽",44,6,gin|rum,15
1515,"얼음,진,오렌지 주스,복숭아 리큐어",15,6,gin,14
1516,"얼음,진,체리 브랜디,레몬 주스,마라스키노 베리",34,4,gin,14
1517,"얼음,진,드라이 버무스,파인애플 주스,스위트 버무스",21,8,gin,14
1518,"얼음,진,데킬라,오렌지 주스,비터즈,석류즙,오이,레몬,오렌지",31,2,gin|tequila,14
1519,"얼음,진,살구 브랜디,레드 포트 와인,마라스키노 베리",31,6,gin,14
1520,"얼음,꼬냑,진,드라이 버무스,복숭아 넥타,스위트 버무스",31,0,gin,15
1521,"얼음,진,바나나 리큐어,라임 주스,핌즈 컵 넘버 1,스위트 버무스,비터즈",19,10,gin,14
1522,"얼음,진,드라이 버무스,석류즙,압생트,레몬 껍질",34,0,gin,15
1523,"얼음,꼬냑,진,석류즙,파스티스",41,0,gin,14
1524,"얼음,진,비터즈",38,0,gin,15
1525,"얼음,드라이 버무스,진,오렌지 비터즈",30,0,gin,15
1526,"얼음,진,듀보네,체리 브랜디,오렌지 주스",25,8,gin,14
1527,"얼음,진,라임 주스,화이트 크렘 드 망트,비터즈",43,0,gin,14
1528,"얼음,드라이 버무스,진,패션 프루트 주스,마라스키노 베리",21,4,gin,15
1529,"얼음,진,석류즙,칼바도스,계란 흰자,레몬 주스",27,6,gin,14
1530,"얼음,진,마라스키노 리큐어,레몬 주스,오렌지 비터즈,마라스키노 베리",42,0,gin,15
1531,"얼음,진,트리플 섹,레몬 주스,계란 흰자,석류즙",27,12,gin,14
1532,"얼음,진,스위트 버무스,오렌지",36,8,gin,14
1533,"얼음,진,파인애플 주스,진저엘,파인애플",22,6,gin,14
1534,"얼음,진,레몬 주스,슈가시럽,민트",40,1,gin,14
1535,"얼음,드라이 버무스,진,살구 브랜디,트리플 섹,마라스키노 베리",32,10,gin,15
1536,"얼음,진,오렌지 주스,슈가시럽,소다수",22,5,gin,14
1537,"얼음,진,살구 브랜디,라임 코디얼,오렌지",30,21,gin,14
1538,"얼음,진,크림,계란 흰자,석류즙,레몬 주스",41,0,gin,14
1539,"얼음,드라이 버무스,진,위스키/허니 리큐어,비터즈",30,8,gin,14
1540,"얼음,드라이 버무스,진,스위트 버무스,라즈베리",27,8,gin,4
1541,"진,오렌지 맛 브랜디,라임 주스,계란 흰자,아몬드 시럽",26,4,gin,14
1542,"얼음,진,레몬 주스,트리플 섹,레몬,오렌지",26,12,gin,14
1543,"얼음,진,드라이 버무스,파스티스",36,0,gin,15
1544,"얼음,진,바나나 리큐어,블루 큐라소,크림",22,13,gin,15
1545,"얼음,버본,진,파스티스",43,5,gin|whisky,15
1546,"잘게 부순 얼음,진,귤 리큐어,레몬,귤",37,8,gin,14
1547,"얼음,진,스위트 버무스,비터즈,화이트 크렘 드 망트",35,8,gin,14
1548,"얼음,드라이 버무스,진,바나나 리큐어,패션 프루트 주스,레몬 껍질,마라스키노 베리",20,8,gin,14
1549,"얼음,드라이 버무스,진,스위트 버무스,파스티스,마라스키노 베리",27,8,gin,4
1550,"얼음,진,듀보네,셰리",26,5,gin,14
1551,"얼음,진,트리플 섹,파인애플 주스",32,16,gin,14
1552,"얼음,진,라이치 리큐어,파인애플 주스,슈가시럽,민트,라이치,레몬,진저엘",21,10,gin,14
1553,"얼음,버본,진,트리플 섹",41,12,gin|whisky,15
1554,"얼음,진,드라이 버무스,듀보네,비터즈",41,0,gin,14
1555,"얼음,진,드라이 버무스,그린 올리브",44,0,gin,4
1556,"얼음,진,다크 카카오 리큐어",44,0,gin,15
1557,"얼음,진,화이트 와인,패션 프루트 주스,오렌지 큐라소,진저엘",16,5,gin,14
1558,"얼음,진,바이올렛 리큐어,계란 흰자",36,6,gin,13
1559,"얼음,진,드라이 버무스,마라스키노 리큐어,오렌지 비터즈,슈가시럽",33,2,gin,14
1560,"얼음,진,살구 브랜디,파인애플 주스,패션 프루트 주스,트리플 섹,어린 가지 민트,오렌지",2,12,gin,14
1561,"얼음,진,스파이스 럼,헤이즐넛 리큐어,라임 코디얼,레몬 껍질",40,6,gin|rum,14
1562,"진,정제된 설탕,오렌지,레몬,라임,라즈베리,소다수,파인애플,어린 가지 민트",44,1,gin,13
1563,"얼음,스카치 위스키,라이트 럼,진,레몬 주스,슈가시럽,레몬,오렌지,딸기",31,3,gin|rum|whisky,14
1564,"얼음,진,아마레또,레몬 주스,오렌지 비터즈",42,0,gin,14
1565,"얼음,진,레몬 주스,꿀",25,18,gin,14
1566,"얼음,진,드라이 버무스,파스티스,민트",43,0,gin,14
1567,"얼음,진,레드 포트 와인,오렌지 비터즈,레몬 껍질",29,0,gin,14
1568,"얼음,진,크림,화이트 카카오 리큐어,너트맥",21,6,gin,13
1569,"얼음,진,레몬 주스,라즈베리 리큐어,트리플 섹,마라스키노 베리",25,14,gin,14
1570,"얼음,진,레몬 주스,석류즙,민트",40,0,gin,14
1571,"얼음,진,드라이 버무스,캄파리,귤 리큐어",29,7,gin,14
1572,"얼음,라이트 럼,진,체리 리큐어,계란 흰자,레몬 주스",21,4,gin|rum,15
1573,"얼음,드라이 버무스,진,비터즈,마라스키노 리큐어,그린 올리브",31,0,gin,15
1574,"얼음,진,파스티스,석류즙",35,9,gin,14
1575,"얼음,진,오렌지 주스,비터즈,스위트 버무스,마라스키노 베리,오렌지",43,0,gin,14
1576,"얼음,진,그린 샤르트뢰즈,스위트 버무스,트리플 섹,마라스키노 베리",31,17,gin,15
1577,"얼음,진,크림,화이트 카카오 리큐어",21,6,gin,15
1578,"얼음,진,크림,계란 흰자,레몬 주스,소다수",41,0,gin,15
1579,"얼음,드라이 버무스,진,퀴멜",29,0,gin,4
1580,"얼음,진,핌즈 컵 넘버 1,마라스키노 리큐어,캄파리,레몬,마라스키노 베리",24,8,gin,14
1581,"얼음,진,드라이 버무스,옐로우 샤르트뢰즈,오렌지 비터즈,오렌지",36,9,gin,15
1582,"얼음,진,그린 샤르트뢰즈,레몬 주스",30,6,gin,14
1583,"얼음,진,아니제트,스위트 버무스,슈가시럽",24,14,gin,15
1584,"얼음,드라이 버무스,진,듀보네,레몬 껍질",25,4,gin,14
1585,"얼음,진,꼬냑,스위트 버무스,비터즈",37,4,gin,14
1586,"얼음,진,살구 브랜디,레몬 주스,오렌지 비터즈,슈가시럽,오렌지",25,10,gin,14
1587,"얼음,라이트 럼,진,라임 주스,석류즙,소다수,파인애플",24,6,gin|rum,14
1588,"얼음,자메이카 타입의 다크 럼,진,석류즙",44,4,gin|rum,14
1589,"얼음,진,레몬 주스,라임과 레몬그라스 코디얼,트리플 섹",24,5,gin,14
1590,"얼음,버본,진,비터즈,오렌지 큐라소,마라스키노 베리",44,0,gin|whisky,14
1591,"얼음,진,듀보네,체리 브랜디,오렌지 주스",25,8,gin,14
1592,"얼음,진,오렌지 맛 브랜디,듀보네,페르넷 브랭커",37,4,gin,15
1593,"얼음,진,레몬 주스,슈가시럽,소다수,레몬",41,1,gin,14
1594,"얼음,진,사케,트리플 섹",28,6,gin,14
1595,"얼음,라이트 럼,진,파인애플 주스",28,5,gin|rum,14
1596,"얼음,자메이카 타입의 다크 럼,진,스카치 위스키,라임 주스,체리 브랜디,스위트 버무스,마라스키노 베리",32,4,gin|rum|whisky,14
1597,"얼음,진,라이트 럼,레몬 주스,메이플 시럽",42,1,gin|rum,14
1598,"얼음,진,레몬 주스,트리플 섹",31,9,gin,14
1599,"얼음,드라이 버무스,진,트리플 섹,파스티스,마라스키노 베리",31,0,gin,14
1600,"얼음,진,신선한 애플 주스,복숭아 퓌레,복숭아 슈납스,라임 주스,슈가시럽,복숭아",12,9,gin,14
1601,"얼음,라이트 럼,진,레몬 주스,파인애플 주스,석류즙",20,4,gin|rum,14
1602,"얼음,진,바나나 리큐어,크림",27,5,gin,13
1603,"얼음,진,체리 브랜디",40,10,gin,15
1604,"얼음,진,압생트,슈가시럽",22,2,gin,15
1605,"얼음,진,진저비어",35,0,gin,14
1606,"얼음,진,릴렛 블랑,트리플 섹,레몬 주스,압생트,레몬 껍질",16,8,gin,14
1607,"얼음,드라이 버무스,진,블랙 커런트 리큐어",27,8,gin,13
1608,"얼음,진,압생트,석류즙,비터즈",19,5,gin,14
1609,"얼음,진,라이트 럼,레몬 주스,메이플 시럽",44,0,gin|rum,14
1610,"얼음,진,아페롤,패션 프루트 시럽,패션 프루트,파인애플",42,2,gin,14
1611,"얼음,진,자몽주스,바나나 리큐어",39,2,gin,14
1612,"얼음,진,살구 브랜디,오렌지 주스",42,1,gin,14
1613,"얼음,진,드라이 버무스,레몬 주스,오렌지 큐라소,비터즈,레몬 껍질,마라스키노 베리",43,0,gin,14
1614,"얼음,진,드라이 버무스,듀보네,비터즈",29,2,gin,14
1615,"얼음,살구 브랜디,진,레몬 주스,석류즙,소다수,어린 가지 민트",26,8,gin,14
1616,"얼음,진,레몬 주스,슈가시럽,크림,소다수,딸기",40,1,gin,14
1617,"얼음,진,레몬 주스,슈가시럽,계란 흰자,그린 박하 리큐어,소다수,오렌지",39,2,gin,14
1618,"얼음,진,레몬 주스,체리 브랜디,슈가시럽,소다수",41,1,gin,14
1619,"얼음,진,드라이 버무스,비터즈,그린 올리브",44,0,gin,14
1620,"얼음,진,오렌지 주스,트리플 섹",34,9,gin,14
1621,"얼음,진,화이트 크렘 드 망트,포도 주스,오렌지 큐라소",15,12,gin,14
1622,"얼음,진,파인애플 주스,마라스키노 리큐어,석류즙",23,10,gin,14
1623,"얼음,진,트리플 섹,스위트 버무스,레몬 주스,레몬 껍질",43,1,gin,14
1624,"얼음,진,자몽주스,슈가시럽,캄파리,스위트 버무스,오렌지",39,4,gin,14
1625,"얼음,진,체리 주스,레몬 주스,슈가시럽,마라스키노 베리",39,0,gin,14
1626,"얼음,진,레몬 주스,마라스키노 리큐어,오렌지 주스,계란 흰자",42,0,gin,14
1627,"얼음,진,스위트 버무스,비터즈",37,6,gin,4
1628,"얼음,진,꼬냑,오렌지 주스,오렌지 큐라소,오렌지 비터즈",18,7,gin,14
1629,"얼음,진,오렌지 주스,화이트 카카오 리큐어,계란 흰자,레몬 껍질",29,4,gin,14
1630,"얼음,진,꼬냑,레몬 주스,오렌지 주스",28,1,gin,14
1631,"얼음,진,드라이 버무스,오렌지 큐라소",44,0,gin,15
1632,"얼음,진,스파이스 럼,오렌지 비터즈,파스티스",44,0,gin|rum,15
1633,"얼음,드라이 버무스,진,살구 브랜디,트리플 섹",32,10,gin,15
1634,"얼음,진,레몬 주스,망고 주스,타마린드 주스,비터즈,소다수,마라스키노 베리,파인애플",39,0,gin,14
1635,"얼음,살구 브랜디,진,비터즈,석류즙,레몬 주스,레몬",28,11,gin,15
1636,"얼음,진,레몬 주스,페르넷 브랭커,소다수",43,0,gin,14
1637,"얼음,진,마라스키노 리큐어,라임 주스,진저엘",42,1,gin,14
1638,"얼음,진,체리 브랜디,오렌지 주스,진저엘",31,7,gin,14
1639,"얼음,진,라임 주스,슈가시럽,소다수,어린 가지 민트",40,2,gin,14
1640,"얼음,드라이 버무스,진,라임 주스,파스티스",29,2,gin,15
1641,"얼음,진,드라이 버무스,트리플 섹",36,0,gin,14
1642,"얼음,진,슈가시럽,레몬 주스,포도,바질",41,1,gin,15
1643,"얼음,진,블랙 커런트 리큐어,레몬 주스,레몬",33,4,gin,14
1644,"얼음,진,성 라파엘,레몬 껍질",31,0,gin,15
1645,"얼음,진,화이트 포트 와인,오렌지 비터즈,레몬 껍질",28,8,gin,15
1646,"얼음,진,트리플 섹,스위트 버무스,마라스키노 베리",44,1,gin,14
1647,"얼음,살구 브랜디,진,오렌지 주스,레몬 주스",26,11,gin,14
1648,"얼음,진,레몬 주스,오렌지 주스,파인애플 주스,비터즈,레몬 껍질,오렌지",42,0,gin,14
1649,"진,우유",15,2,gin,14
1650,"얼음,진,레몬 주스,파스티스,슈가시럽,비터즈,레몬 껍질",42,1,gin,14
1651,"얼음,꼬냑,진,스카치 위스키,스위트 버무스,오렌지 비터즈,오렌지",36,6,gin|whisky,14
1652,"얼음,진,꼬냑,소다수,스위트 버무스",25,8,gin,14
1653,"얼음,진,드라이 버무스,캄파리,그린 올리브",35,0,gin,4
1654,"얼음,진,바닐라 아이스크림,오렌지 주스,오렌지",11,10,gin,14
1655,"얼음,진,레몬 주스,슈가시럽,계란 흰자,라즈베리,민트",23,9,gin,14
1656,"얼음,진,데킬라,레몬 주스,오렌지 주스",31,1,gin|tequila,14
1657,"얼음,꼬냑,진,화이트 크렘 드 망트,마라스키노 리큐어",33,6,gin,15
1658,"얼음,진,드라이 버무스,오렌지 주스,슈가시럽",41,1,gin,15
1659,"얼음,꼬냑,진,스위트 버무스,오렌지 비터즈,소다수",34,8,gin,14
1660,"얼음,진,드라이 버무스,석류즙",29,4,gin,4
1661,"얼음,진,드라이 버무스,핌즈 컵 넘버 1,아니제트,마라스키노 베리",26,1,gin,14
1662,"얼음,진,슈가시럽,라임 주스,블랙 커런트 리큐어,오렌지 비터즈,라임",40,2,gin,14
1663,"얼음,진,라임 주스,라즈베리 퓌레,진저엘,라임,라즈베리",41,1,gin,14
1664,"얼음,드라이 버무스,진,핌즈 컵 넘버 1,트리플 섹,비터즈,레몬,오렌지",22,6,gin,14
1665,"얼음,진,드라이 버무스,핌즈 컵 넘버 1,트리플 섹,레몬",41,0,gin,22
1666,"얼음,진,칼바도스,포도 주스,레몬 주스,레몬 껍질",24,7,gin,14
1667,"얼음,진,듀보네,캄파리,아몬드향 리큐어",31,6,gin,14
1668,"얼음,드라이 버무스,진,라임 주스,스위트 버무스",20,8,gin,14
1669,"얼음,진,드라이 버무스,핌즈 컵 넘버 1,오렌지 비터즈",33,0,gin,14
1670,"얼음,라이트 럼,꼬냑,진,오렌지 주스,레몬 주스,아몬드 시럽,아몬틸라도 셰리,오렌지",19,6,gin|rum,14
1671,"얼음,진,드라이 버무스,비터즈,레드 포트 와인,레몬 껍질",44,0,gin,14
1672,"얼음,진,트리플 섹,화이트 카카오 리큐어",33,18,gin,13
1673,"얼음,진,드라이 버무스,아마레또,캄파리",26,6,gin,14
1674,"얼음,캐나다 위스키,진,트리플 섹,파스티스",24,5,gin|whisky,15
1675,"얼음,드라이 버무스,진,오렌지 큐라소,레몬 껍질",30,6,gin,14
1676,"얼음,진,살구 브랜디,드라이 버무스",35,6,gin,15
1677,"얼음,진,갈리아노,라임 코디얼",26,28,gin,15
1678,"얼음,진,마라스키노 리큐어,레몬 주스,체리",31,6,gin,14
1679,"얼음,드라이 버무스,진,캄파리,오렌지",29,4,gin,14
1680,"얼음,진,셰리,비터즈",27,2,gin,14
1681,"얼음,진,포도 주스,스웨디시 푼쉬",15,5,gin,15
1682,"얼음,진,오렌지 주스,트리플 섹,오렌지",25,10,gin,14
1683,"얼음,진,오렌지 큐라소,비터즈",36,6,gin,14
1684,"얼음,진,드라이 버무스,비터즈",43,0,gin,15
1685,"얼음,진,레몬 주스,트리플 섹,계란 흰자",31,9,gin,14
1686,"잘게 부순 얼음,진,석류 주스,바닐라 시럽,패션 프루트,민트,라임,진저비어",43,1,gin,14
1687,"얼음,라이트 럼,진,트리플 섹,비터즈",39,12,gin|rum,15
1688,"얼음,진,블루 큐라소,라임 주스",28,10,gin,15
1689,"얼음,꼬냑,진,애플잭",35,13,gin,4
1690,"얼음,드라이 버무스,진,체리 브랜디,마라스키노 리큐어,오렌지 큐라소,스위트 버무스,레몬",28,14,gin,15
1691,"잘게 부순 얼음,진,레몬 주스,슈가시럽,어린 가지 민트",24,9,gin,14
1692,"얼음,라이트 럼,진,트리플 섹,압생트",38,12,gin|rum,14
1693,"얼음,잘게 부순 얼음,진,아쿠아비트,오렌지 주스,체리 리큐어,파인애플 주스,레몬,마라스키노 베리,어린 가지 민트,오렌지",14,9,gin,14
1694,"얼음,진,스위트 버무스,마라스키노 베리",32,12,gin,14
1695,"얼음,진,드라이 버무스,오렌지 주스,스위트 버무스,계란 노른자",25,6,gin,14
1696,"얼음,진,아몬드향 리큐어,레몬 주스,계란 흰자",21,6,gin,14
1697,"얼음,진,사케",43,0,gin,14
1698,"얼음,진,오렌지 주스,트리플 섹,레몬,마라스키노 베리",31,11,gin,14
1699,"얼음,진,스카치 위스키",44,0,gin|whisky,15
1700,"얼음,진,오렌지 큐라소,캄파리",36,7,gin,14
1701,"얼음,진,블루 큐라소,오렌지 비터즈",33,16,gin,15
1702,"얼음,살구 브랜디,진,듀보네,마라스키노 베리",31,12,gin,15
1703,"얼음,진,살구 브랜디,오렌지 큐라소,레몬 껍질,마라스키노 베리",38,11,gin,14
1704,"얼음,진,레몬 주스,오렌지 큐라소,계란",43,0,gin,14
1705,"얼음,드라이 버무스,진,복숭아 리큐어",25,4,gin,15
1706,"얼음,진,살구 브랜디,드라이 버무스,오렌지 큐라소,레몬,마라스키노 베리",35,6,gin,14
1707,"얼음,진,마라스키노 리큐어,트리플 섹,스위트 버무스",43,1,gin,15
1708,"얼음,진,레몬 주스,슈가시럽,라즈베리,소다수",41,2,gin,15
1709,"얼음,진,패션 프루트 주스,라임 주스,슈가시럽,레몬",2,13,gin,14
1710,"얼음,진,칼바도스,스위트 버무스,레몬 주스,파스티스",25,16,rum,15
1711,"얼음,진,그린 샤르트뢰즈,그린 박하 리큐어",44,1,gin,14
1712,"얼음,진,스위트 버무스,그린 샤르트뢰즈,오렌지 비터즈",34,11,gin,15
1713,"얼음,라이트 럼,진,체리 리큐어,오렌지 주스",35,7,gin|rum,14
1714,"얼음,진,크림,코디얼 메독",15,0,gin,15
1715,"얼음,진,그린 큐라소,스위트 버무스,레몬 주스",20,8,gin,15
1716,"얼음,진,체리 리큐어,마라스키노 리큐어,트리플 섹,오렌지",44,1,gin,15
1717,"얼음,진,오렌지 맛 브랜디,자몽주스",43,0,gin,14
1718,"얼음,진,석류즙,계란 흰자",30,8,gin,4
1719,"얼음,진,그린 샤르트뢰즈,계란 흰자,마라스키노 리큐어",43,0,gin,15
1720,"얼음,진,드라이 버무스,오렌지 주스,스위트 버무스,계란 흰자",25,6,gin,14
1721,"얼음,진,오렌지 큐라소,파인애플 주스,오렌지 비터즈,마라스키노 베리",42,1,gin,14
1722,"얼음,진,살구 브랜디,파인애플 주스",22,6,gin,14
1723,"얼음,진,자몽주스,마라스키노 리큐어,라임 주스,슈가시럽,오렌지",41,1,gin,14
1724,"얼음,꼬냑,진,그린 샤르트뢰즈,체리 브랜디",36,14,gin,15
1725,"얼음,드라이 버무스,진,듀보네",25,4,gin,14
1726,"얼음,진,드라이 버무스,페르넷 브랭커,트리플 섹,스위트 버무스",38,6,gin,14
1727,"얼음,진,오렌지 주스,트리플 섹,오렌지 비터즈",29,8,gin,14
1728,"얼음,진,크림,화이트 크렘 드 망트,너트맥",15,6,gin,13
1729,"얼음,드라이 버무스,진,스위트 버무스,딸기",27,8,gin,14
1730,"얼음,드라이 버무스,진,캄파리,화이트 크렘 드 망트",21,8,gin,15
1731,"얼음,드라이 버무스,진,바나나 리큐어,사이다,바나나,라임,딸기",27,6,gin,14
1732,"얼음,드라이 버무스,진,석류즙,파스티스,마라스키노 베리",25,5,gin,14
1733,"얼음,진,드라이 버무스,레몬 주스,레몬",44,0,gin,14
1734,"얼음,진,살구 브랜디,계란 흰자,석류즙",43,1,gin,14
1735,"얼음,진,그린 큐라소,레몬 주스,파스티스",15,0,gin,14
1736,"얼음,라이트 럼,진,파인애플 주스,파인애플",28,5,gin|rum,14
1737,"얼음,진,자몽주스,트리플 섹",43,1,gin,14
1738,"얼음,진,드라이 버무스,칼바도스,트리플 섹,마라스키노 베리",31,12,gin,14
1739,"얼음,진,파인애플 주스,레몬 주스,트리플 섹,석류즙",3,12,gin,14
1740,"얼음,드라이 버무스,진,듀보네",25,4,gin,15
1741,"얼음,진,살구 브랜디,석류즙,레몬 주스",28,8,gin,14
1742,"얼음,진,트리플 섹,라임 주스,레몬",31,12,gin,14
1743,"얼음,캐나다 위스키,라이트 럼,진,오렌지 주스,복숭아 비터즈",2,8,gin|rum|whisky,14
1744,"얼음,진,크림,레몬 주스,소다수",30,0,gin,14
1745,"얼음,드라이 버무스,진,위스키/허니 리큐어",27,6,gin,15
1746,"얼음,라이트 럼,진,트리플 섹,레몬 껍질",39,13,gin|rum,14
1747,"얼음,진,계란 리큐어,석류즙",21,11,gin,13
1748,"얼음,진,드라이 버무스,오렌지 맛 브랜디,파인애플 주스,비터즈,마라스키노 베리",28,5,gin,15
1749,"얼음,진,칼바도스,스위트 버무스,그린 샤르트뢰즈",26,16,gin,14
1750,"얼음,진,아니제트,캄파리,레몬",44,0,gin,15
1751,"얼음,진,석류즙,그린 올리브,오렌지",38,3,gin,15
1752,"얼음,진,다크 카카오 리큐어",38,1,gin,13
1753,"얼음,진,트리플 섹,패션 프루트 주스,석류즙",30,12,gin,14
1754,"얼음,드라이 버무스,진,마라스키노 리큐어,오렌지 비터즈,압생트,그린 올리브",29,1,gin,14
1755,"얼음,진,크림,다크 카카오 리큐어",23,1,gin,13
1756,"얼음,진,드라이 버무스,레몬 주스,석류즙,트리플 섹,마라스키노 베리",42,0,gin,14
1757,"얼음,진,핌즈 컵 넘버 1,체리 브랜디,레몬 주스,비터즈,오렌지 비터즈,소다수",25,5,gin,14
1758,"얼음,진,포도 주스,스웨디시 푼쉬",15,5,gin,15
1759,"얼음,진,그린 샤르트뢰즈,핌즈 컵 넘버 1,오렌지 큐라소,그린 올리브",36,12,gin,15
1760,"얼음,진,라임 주스,슈가시럽,블랙베리 리큐어,계란 흰자,블랙베리",40,2,gin,14
1761,"얼음,스카치 위스키,진,레몬 주스,계란 흰자,화이트 크렘 드 망트",39,0,gin|whisky,14
1762,"얼음,진,레몬 주스,슈가시럽,샴페인,레몬,마라스키노 베리",40,1,gin|champagne,14
1763,"얼음,진,살구 브랜디,스위트 버무스,석류즙",43,1,gin,14
1764,"얼음,진,크랜베리 주스,소다수,트리플 섹,라임 주스,라임,오렌지",2,11,gin,14
1765,"얼음,진,복숭아 리큐어,패션 프루트 주스,마라스키노 베리",41,2,gin,14
1766,"얼음,진,라임 주스,라즈베리 주스,소다수,레몬",40,0,gin,14
1767,"얼음,드라이 버무스,진,트리플 섹,스위트 버무스,비터즈",30,19,gin,14
1768,"얼음,진,그린 샤르트뢰즈,페르넷 브랭커",40,8,gin,14
1769,"얼음,진,블랙 커런트 리큐어,레드 포트 와인,레몬 주스",27,6,gin,14
1770,"얼음,진,칼바도스,석류즙,레몬",33,8,gin,15
1771,"얼음,살구 브랜디,진,칼바도스,오렌지 주스,석류즙",22,14,gin,14
1772,"얼음,진,레몬 주스,슈가시럽,민트",40,1,gin,14
1773,"얼음,진,오렌지 주스,오렌지 큐라소",41,1,gin,14
1774,"얼음,드라이 버무스,진,체리 브랜디,마라스키노 리큐어,오렌지",32,6,gin,14
1775,"얼음,진,그린 샤르트뢰즈,스위트 버무스,비터즈",31,16,gin,14
1776,"얼음,진,그린 샤르트뢰즈,레몬 주스,파스티스,슈가시럽",30,6,gin,14
1777,"얼음,라이트 럼,진,데킬라,레몬 주스",34,1,gin|rum|tequila,14
