id,ingredient,degree,sugar,base_spirit,저녁 술,오후 술,식전 술,식후 술
1495,"얼음,진,그린 샤르트뢰즈,셰리,비터즈,오렌지 비터즈,오렌지",4,3,gin,0,0,0,1
1496,"얼음,진,체리 브랜디,오렌지 큐라소,아니제트",5,2,gin,1,0,0,0
1497,"얼음,진,레몬 주스,스웨디시 푼쉬",2,1,gin,0,1,0,0
1498,"얼음,진,석류즙,스위트 버무스,오렌지 주스,파인애플 주스",3,4,gin,0,1,0,0
1499,"얼음,라이트 럼,진,석류즙,레몬 주스",3,3,gin|rum,0,1,0,0
1500,"얼음,진,크림,화이트 크렘 드 망트",3,3,gin,1,0,0,0
1501,"얼음,진,바나나 리큐어,트리플 섹,오렌지 주스,계란 흰자",3,5,gin,0,1,0,0
1502,"얼음,진,퀴멜,레몬 주스",3,1,gin,0,1,0,0
1503,"얼음,진,그린 샤르트뢰즈,소다수",4,3,gin,0,1,0,0
1504,"얼음,진,파인애플 주스,라임과 레몬그라스 코디얼,패션 프루트 시럽,바질",4,2,gin,0,1,0,0
1505,"진,아페롤,오이,레몬 껍질",4,3,gin,0,1,0,0
1506,"얼음,진,오렌지 주스,석류즙,계란",2,3,gin,0,0,1,0
1507,"얼음,진,드라이 버무스,체리 브랜디,바이올렛 리큐어,마라스키노 베리",4,3,gin,0,1,0,0
1508,"얼음,진,토닉 워터,레몬",4,1,gin,0,1,0,0
1509,"얼음,진,자몽주스,오렌지 큐라소,라임,민트",5,2,gin,0,1,0,0
1510,"얼음,진,석류즙,계란 흰자",3,4,gin,1,0,0,0
1511,"얼음,진,스위트 버무스,오렌지 주스",5,1,gin,1,0,0,0
1512,"얼음,진,핌즈 컵 넘버 1,오렌지 큐라소,스위트 버무스,레몬,마라스키노 베리",3,4,gin,0,0,1,0
1513,"얼음,진,트리플 섹,파스티스",5,4,gin,0,1,0,0
1514,"얼음,진,레몬 주스,스웨디시 푼쉬,오렌지 주스,레몬",5,1,gin,0,0,1,0
1515,"얼음,자메이카 타입의 다크 럼,진,라임 주스,슈가시럽",5,3,gin|rum,1,0,0,0
1516,"얼음,진,오렌지 주스,복숭아 리큐어",2,3,gin,0,1,0,0
1517,"얼음,진,체리 브랜디,레몬 주스,마라스키노 베리",4,3,gin,0,1,0,0
1518,"얼음,진,드라이 버무스,파인애플 주스,스위트 버무스",3,3,gin,0,1,0,0
1519,"얼음,진,데킬라,오렌지 주스,비터즈,석류즙,오이,레몬,오렌지",4,2,gin|tequila,0,1,0,0
1520,"얼음,진,살구 브랜디,레드 포트 와인,마라스키노 베리",4,3,gin,0,1,0,0
1521,"얼음,꼬냑,진,드라이 버무스,복숭아 넥타,스위트 버무스",4,1,gin,1,0,0,0
1522,"얼음,진,바나나 리큐어,라임 주스,핌즈 컵 넘버 1,스위트 버무스,비터즈",2,4,gin,0,1,0,0
1523,"얼음,진,드라이 버무스,석류즙,압생트,레몬 껍질",4,1,gin,1,0,0,0
1524,"얼음,꼬냑,진,석류즙,파스티스",5,1,gin,0,1,0,0
1525,"얼음,진,비터즈",4,1,gin,1,0,0,0
1526,"얼음,드라이 버무스,진,오렌지 비터즈",3,1,gin,1,0,0,0
1527,"얼음,진,듀보네,체리 브랜디,오렌지 주스",3,3,gin,0,1,0,0
1528,"얼음,진,라임 주스,화이트 크렘 드 망트,비터즈",5,1,gin,0,1,0,0
1529,"얼음,드라이 버무스,진,패션 프루트 주스,마라스키노 베리",3,3,gin,1,0,0,0
1530,"얼음,진,석류즙,칼바도스,계란 흰자,레몬 주스",3,3,gin,0,1,0,0
1531,"얼음,진,마라스키노 리큐어,레몬 주스,오렌지 비터즈,마라스키노 베리",5,1,gin,1,0,0,0
1532,"얼음,진,트리플 섹,레몬 주스,계란 흰자,석류즙",3,4,gin,0,1,0,0
1533,"얼음,진,스위트 버무스,오렌지",4,3,gin,0,1,0,0
1534,"얼음,진,파인애플 주스,진저엘,파인애플",3,3,gin,0,1,0,0
1535,"얼음,진,레몬 주스,슈가시럽,민트",4,2,gin,0,1,0,0
1536,"얼음,드라이 버무스,진,살구 브랜디,트리플 섹,마라스키노 베리",4,4,gin,1,0,0,0
1537,"얼음,진,오렌지 주스,슈가시럽,소다수",3,3,gin,0,1,0,0
1538,"얼음,진,살구 브랜디,라임 코디얼,오렌지",3,5,gin,0,1,0,0
1539,"얼음,진,크림,계란 흰자,석류즙,레몬 주스",5,1,gin,0,1,0,0
1540,"얼음,드라이 버무스,진,위스키/허니 리큐어,비터즈",3,3,gin,0,1,0,0
1541,"얼음,드라이 버무스,진,스위트 버무스,라즈베리",3,3,gin,0,0,1,0
1542,"진,오렌지 맛 브랜디,라임 주스,계란 흰자,아몬드 시럽",3,3,gin,0,1,0,0
1543,"얼음,진,레몬 주스,트리플 섹,레몬,오렌지",3,4,gin,0,1,0,0
1544,"얼음,진,드라이 버무스,파스티스",4,1,gin,1,0,0,0
1545,"얼음,진,바나나 리큐어,블루 큐라소,크림",3,4,gin,1,0,0,0
1546,"얼음,버본,진,파스티스",5,3,gin|whisky,1,0,0,0
1547,"잘게 부순 얼음,진,귤 리큐어,레몬,귤",4,3,gin,0,1,0,0
1548,"얼음,진,스위트 버무스,비터즈,화이트 크렘 드 망트",4,3,gin,0,1,0,0
1549,"얼음,드라이 버무스,진,바나나 리큐어,패션 프루트 주스,레몬 껍질,마라스키노 베리",2,3,gin,0,1,0,0
1550,"얼음,드라이 버무스,진,스위트 버무스,파스티스,마라스키노 베리",3,3,gin,0,0,1,0
1551,"얼음,진,듀보네,셰리",3,3,gin,0,1,0,0
1552,"얼음,진,트리플 섹,파인애플 주스",4,5,gin,0,1,0,0
1553,"얼음,진,라이치 리큐어,파인애플 주스,슈가시럽,민트,라이치,레몬,진저엘",3,4,gin,0,1,0,0
1554,"얼음,버본,진,트리플 섹",5,4,gin|whisky,1,0,0,0
1555,"얼음,진,드라이 버무스,듀보네,비터즈",5,1,gin,0,1,0,0
1556,"얼음,진,드라이 버무스,그린 올리브",5,1,gin,0,0,1,0
1557,"얼음,진,다크 카카오 리큐어",5,1,gin,1,0,0,0
1558,"얼음,진,화이트 와인,패션 프루트 주스,오렌지 큐라소,진저엘",2,3,gin,0,1,0,0
1559,"얼음,진,바이올렛 리큐어,계란 흰자",4,3,gin,0,0,0,1
1560,"얼음,진,드라이 버무스,마라스키노 리큐어,오렌지 비터즈,슈가시럽",4,2,gin,0,1,0,0
1561,"얼음,진,살구 브랜디,파인애플 주스,패션 프루트 주스,트리플 섹,어린 가지 민트,오렌지",1,4,gin,0,1,0,0
1562,"얼음,진,스파이스 럼,헤이즐넛 리큐어,라임 코디얼,레몬 껍질",4,3,gin|rum,0,1,0,0
1563,"진,정제된 설탕,오렌지,레몬,라임,라즈베리,소다수,파인애플,어린 가지 민트",5,2,gin,0,0,0,1
1564,"얼음,스카치 위스키,라이트 럼,진,레몬 주스,슈가시럽,레몬,오렌지,딸기",4,2,gin|rum|whisky,0,1,0,0
1565,"얼음,진,아마레또,레몬 주스,오렌지 비터즈",5,1,gin,0,1,0,0
1566,"얼음,진,레몬 주스,꿀",3,5,gin,0,1,0,0
1567,"얼음,진,드라이 버무스,파스티스,민트",5,1,gin,0,1,0,0
1568,"얼음,진,레드 포트 와인,오렌지 비터즈,레몬 껍질",3,1,gin,0,1,0,0
1569,"얼음,진,크림,화이트 카카오 리큐어,너트맥",3,3,gin,0,0,0,1
1570,"얼음,진,레몬 주스,라즈베리 리큐어,트리플 섹,마라스키노 베리",3,5,gin,0,1,0,0
1571,"얼음,진,레몬 주스,석류즙,민트",4,1,gin,0,1,0,0
1572,"얼음,진,드라이 버무스,캄파리,귤 리큐어",3,3,gin,0,1,0,0
1573,"얼음,라이트 럼,진,체리 리큐어,계란 흰자,레몬 주스",3,3,gin|rum,1,0,0,0
1574,"얼음,드라이 버무스,진,비터즈,마라스키노 리큐어,그린 올리브",4,1,gin,1,0,0,0
1575,"얼음,진,파스티스,석류즙",4,4,gin,0,1,0,0
1576,"얼음,진,오렌지 주스,비터즈,스위트 버무스,마라스키노 베리,오렌지",5,1,gin,0,1,0,0
1577,"얼음,진,그린 샤르트뢰즈,스위트 버무스,트리플 섹,마라스키노 베리",4,5,gin,1,0,0,0
1578,"얼음,진,크림,화이트 카카오 리큐어",3,3,gin,1,0,0,0
1579,"얼음,진,크림,계란 흰자,레몬 주스,소다수",5,1,gin,1,0,0,0
1580,"얼음,드라이 버무스,진,퀴멜",3,1,gin,0,0,1,0
1581,"얼음,진,핌즈 컵 넘버 1,마라스키노 리큐어,캄파리,레몬,마라스키노 베리",3,3,gin,0,1,0,0
1582,"얼음,진,드라이 버무스,옐로우 샤르트뢰즈,오렌지 비터즈,오렌지",4,4,gin,1,0,0,0
1583,"얼음,진,그린 샤르트뢰즈,레몬 주스",3,3,gin,0,1,0,0
1584,"얼음,진,아니제트,스위트 버무스,슈가시럽",3,5,gin,1,0,0,0
1585,"얼음,드라이 버무스,진,듀보네,레몬 껍질",3,3,gin,0,1,0,0
1586,"얼음,진,꼬냑,스위트 버무스,비터즈",4,3,gin,0,1,0,0
1587,"얼음,진,살구 브랜디,레몬 주스,오렌지 비터즈,슈가시럽,오렌지",3,4,gin,0,1,0,0
1588,"얼음,라이트 럼,진,라임 주스,석류즙,소다수,파인애플",3,3,gin|rum,0,1,0,0
1589,"얼음,자메이카 타입의 다크 럼,진,석류즙",5,3,gin|rum,0,1,0,0
1590,"얼음,진,레몬 주스,라임과 레몬그라스 코디얼,트리플 섹",3,3,gin,0,1,0,0
1591,"얼음,버본,진,비터즈,오렌지 큐라소,마라스키노 베리",5,1,gin|whisky,0,1,0,0
1592,"얼음,진,듀보네,체리 브랜디,오렌지 주스",3,3,gin,0,1,0,0
1593,"얼음,진,오렌지 맛 브랜디,듀보네,페르넷 브랭커",4,3,gin,1,0,0,0
1594,"얼음,진,레몬 주스,슈가시럽,소다수,레몬",5,2,gin,0,1,0,0
1595,"얼음,진,사케,트리플 섹",3,3,gin,0,1,0,0
1596,"얼음,라이트 럼,진,파인애플 주스",3,3,gin|rum,0,1,0,0
1597,"얼음,자메이카 타입의 다크 럼,진,스카치 위스키,라임 주스,체리 브랜디,스위트 버무스,마라스키노 베리",4,3,gin|rum|whisky,0,1,0,0
1598,"얼음,진,라이트 럼,레몬 주스,메이플 시럽",5,2,gin|rum,0,1,0,0
1599,"얼음,진,레몬 주스,트리플 섹",4,4,gin,0,1,0,0
1600,"얼음,드라이 버무스,진,트리플 섹,파스티스,마라스키노 베리",4,1,gin,0,1,0,0
1601,"얼음,진,신선한 애플 주스,복숭아 퓌레,복숭아 슈납스,라임 주스,슈가시럽,복숭아",2,4,gin,0,1,0,0
1602,"얼음,라이트 럼,진,레몬 주스,파인애플 주스,석류즙",2,3,gin|rum,0,1,0,0
1603,"얼음,진,바나나 리큐어,크림",3,3,gin,0,0,0,1
1604,"얼음,진,체리 브랜디",4,4,gin,1,0,0,0
1605,"얼음,진,압생트,슈가시럽",3,2,gin,1,0,0,0
1606,"얼음,진,진저비어",4,1,gin,0,1,0,0
1607,"얼음,진,릴렛 블랑,트리플 섹,레몬 주스,압생트,레몬 껍질",2,3,gin,0,1,0,0
1608,"얼음,드라이 버무스,진,블랙 커런트 리큐어",3,3,gin,0,0,0,1
1609,"얼음,진,압생트,석류즙,비터즈",2,3,gin,0,1,0,0
1610,"얼음,진,라이트 럼,레몬 주스,메이플 시럽",5,1,gin|rum,0,1,0,0
1611,"얼음,진,아페롤,패션 프루트 시럽,패션 프루트,파인애플",5,2,gin,0,1,0,0
1612,"얼음,진,자몽주스,바나나 리큐어",4,2,gin,0,1,0,0
1613,"얼음,진,살구 브랜디,오렌지 주스",5,2,gin,0,1,0,0
1614,"얼음,진,드라이 버무스,레몬 주스,오렌지 큐라소,비터즈,레몬 껍질,마라스키노 베리",5,1,gin,0,1,0,0
1615,"얼음,진,드라이 버무스,듀보네,비터즈",3,2,gin,0,1,0,0
1616,"얼음,살구 브랜디,진,레몬 주스,석류즙,소다수,어린 가지 민트",3,3,gin,0,1,0,0
1617,"얼음,진,레몬 주스,슈가시럽,크림,소다수,딸기",4,2,gin,0,1,0,0
1618,"얼음,진,레몬 주스,슈가시럽,계란 흰자,그린 박하 리큐어,소다수,오렌지",4,2,gin,0,1,0,0
1619,"얼음,진,레몬 주스,체리 브랜디,슈가시럽,소다수",5,2,gin,0,1,0,0
1620,"얼음,진,드라이 버무스,비터즈,그린 올리브",5,1,gin,0,1,0,0
1621,"얼음,진,오렌지 주스,트리플 섹",4,4,gin,0,1,0,0
1622,"얼음,진,화이트 크렘 드 망트,포도 주스,오렌지 큐라소",2,4,gin,0,1,0,0
1623,"얼음,진,파인애플 주스,마라스키노 리큐어,석류즙",3,4,gin,0,1,0,0
1624,"얼음,진,트리플 섹,스위트 버무스,레몬 주스,레몬 껍질",5,2,gin,0,1,0,0
1625,"얼음,진,자몽주스,슈가시럽,캄파리,스위트 버무스,오렌지",4,3,gin,0,1,0,0
1626,"얼음,진,체리 주스,레몬 주스,슈가시럽,마라스키노 베리",4,1,gin,0,1,0,0
1627,"얼음,진,레몬 주스,마라스키노 리큐어,오렌지 주스,계란 흰자",5,1,gin,0,1,0,0
1628,"얼음,진,스위트 버무스,비터즈",4,3,gin,0,0,1,0
1629,"얼음,진,꼬냑,오렌지 주스,오렌지 큐라소,오렌지 비터즈",2,3,gin,0,1,0,0
1630,"얼음,진,오렌지 주스,화이트 카카오 리큐어,계란 흰자,레몬 껍질",3,3,gin,0,1,0,0
1631,"얼음,진,꼬냑,레몬 주스,오렌지 주스",3,2,gin,0,1,0,0
1632,"얼음,진,드라이 버무스,오렌지 큐라소",5,1,gin,1,0,0,0
1633,"얼음,진,스파이스 럼,오렌지 비터즈,파스티스",5,1,gin|rum,1,0,0,0
1634,"얼음,드라이 버무스,진,살구 브랜디,트리플 섹",4,4,gin,1,0,0,0
1635,"얼음,진,레몬 주스,망고 주스,타마린드 주스,비터즈,소다수,마라스키노 베리,파인애플",4,1,gin,0,1,0,0
1636,"얼음,살구 브랜디,진,비터즈,석류즙,레몬 주스,레몬",3,4,gin,1,0,0,0
1637,"얼음,진,레몬 주스,페르넷 브랭커,소다수",5,1,gin,0,1,0,0
1638,"얼음,진,마라스키노 리큐어,라임 주스,진저엘",5,2,gin,0,1,0,0
1639,"얼음,진,체리 브랜디,오렌지 주스,진저엘",4,3,gin,0,1,0,0
1640,"얼음,진,라임 주스,슈가시럽,소다수,어린 가지 민트",4,2,gin,0,1,0,0
1641,"얼음,드라이 버무스,진,라임 주스,파스티스",3,2,gin,1,0,0,0
1642,"얼음,진,드라이 버무스,트리플 섹",4,1,gin,0,1,0,0
1643,"얼음,진,슈가시럽,레몬 주스,포도,바질",5,2,gin,1,0,0,0
1644,"얼음,진,블랙 커런트 리큐어,레몬 주스,레몬",4,3,gin,0,1,0,0
1645,"얼음,진,성 라파엘,레몬 껍질",4,1,gin,1,0,0,0
1646,"얼음,진,화이트 포트 와인,오렌지 비터즈,레몬 껍질",3,3,gin,1,0,0,0
1647,"얼음,진,트리플 섹,스위트 버무스,마라스키노 베리",5,2,gin,0,1,0,0
1648,"얼음,살구 브랜디,진,오렌지 주스,레몬 주스",3,4,gin,0,1,0,0
1649,"얼음,진,레몬 주스,오렌지 주스,파인애플 주스,비터즈,레몬 껍질,오렌지",5,1,gin,0,1,0,0
1650,"진,우유",2,2,gin,0,1,0,0
1651,"얼음,진,레몬 주스,파스티스,슈가시럽,비터즈,레몬 껍질",5,2,gin,0,1,0,0
1652,"얼음,꼬냑,진,스카치 위스키,스위트 버무스,오렌지 비터즈,오렌지",4,3,gin|whisky,0,1,0,0
1653,"얼음,진,꼬냑,소다수,스위트 버무스",3,3,gin,0,1,0,0
1654,"얼음,진,드라이 버무스,캄파리,그린 올리브",4,1,gin,0,0,1,0
1655,"얼음,진,바닐라 아이스크림,오렌지 주스,오렌지",2,4,gin,0,1,0,0
1656,"얼음,진,레몬 주스,슈가시럽,계란 흰자,라즈베리,민트",3,4,gin,0,1,0,0
1657,"얼음,진,데킬라,레몬 주스,오렌지 주스",4,2,gin|tequila,0,1,0,0
1658,"얼음,꼬냑,진,화이트 크렘 드 망트,마라스키노 리큐어",4,3,gin,1,0,0,0
1659,"얼음,진,드라이 버무스,오렌지 주스,슈가시럽",5,2,gin,1,0,0,0
1660,"얼음,꼬냑,진,스위트 버무스,오렌지 비터즈,소다수",4,3,gin,0,1,0,0
1661,"얼음,진,드라이 버무스,석류즙",3,3,gin,0,0,1,0
1662,"얼음,진,드라이 버무스,핌즈 컵 넘버 1,아니제트,마라스키노 베리",3,2,gin,0,1,0,0
1663,"얼음,진,슈가시럽,라임 주스,블랙 커런트 리큐어,오렌지 비터즈,라임",4,2,gin,0,1,0,0
1664,"얼음,진,라임 주스,라즈베리 퓌레,진저엘,라임,라즈베리",5,2,gin,0,1,0,0
1665,"얼음,드라이 버무스,진,핌즈 컵 넘버 1,트리플 섹,비터즈,레몬,오렌지",3,3,gin,0,1,0,0
1666,"얼음,진,드라이 버무스,핌즈 컵 넘버 1,트리플 섹,레몬",5,1,gin,0,0,0,0
1667,"얼음,진,칼바도스,포도 주스,레몬 주스,레몬 껍질",3,3,gin,0,1,0,0
1668,"얼음,진,듀보네,캄파리,아몬드향 리큐어",4,3,gin,0,1,0,0
1669,"얼음,드라이 버무스,진,라임 주스,스위트 버무스",2,3,gin,0,1,0,0
1670,"얼음,진,드라이 버무스,핌즈 컵 넘버 1,오렌지 비터즈",4,1,gin,0,1,0,0
1671,"얼음,라이트 럼,꼬냑,진,오렌지 주스,레몬 주스,아몬드 시럽,아몬틸라도 셰리,오렌지",2,3,gin|rum,0,1,0,0
1672,"얼음,진,드라이 버무스,비터즈,레드 포트 와인,레몬 껍질",5,1,gin,0,1,0,0
1673,"얼음,진,트리플 섹,화이트 카카오 리큐어",4,5,gin,0,0,0,1
1674,"얼음,진,드라이 버무스,아마레또,캄파리",3,3,gin,0,1,0,0
1675,"얼음,캐나다 위스키,진,트리플 섹,파스티스",3,3,gin|whisky,1,0,0,0
1676,"얼음,드라이 버무스,진,오렌지 큐라소,레몬 껍질",3,3,gin,0,1,0,0
1677,"얼음,진,살구 브랜디,드라이 버무스",4,3,gin,1,0,0,0
1678,"얼음,진,갈리아노,라임 코디얼",3,5,gin,1,0,0,0
1679,"얼음,진,마라스키노 리큐어,레몬 주스,체리",4,3,gin,0,1,0,0
1680,"얼음,드라이 버무스,진,캄파리,오렌지",3,3,gin,0,1,0,0
1681,"얼음,진,셰리,비터즈",3,2,gin,0,1,0,0
1682,"얼음,진,포도 주스,스웨디시 푼쉬",2,3,gin,1,0,0,0
1683,"얼음,진,오렌지 주스,트리플 섹,오렌지",3,4,gin,0,1,0,0
1684,"얼음,진,오렌지 큐라소,비터즈",4,3,gin,0,1,0,0
1685,"얼음,진,드라이 버무스,비터즈",5,1,gin,1,0,0,0
1686,"얼음,진,레몬 주스,트리플 섹,계란 흰자",4,4,gin,0,1,0,0
1687,"잘게 부순 얼음,진,석류 주스,바닐라 시럽,패션 프루트,민트,라임,진저비어",5,2,gin,0,1,0,0
1688,"얼음,라이트 럼,진,트리플 섹,비터즈",4,4,gin|rum,1,0,0,0
1689,"얼음,진,블루 큐라소,라임 주스",3,4,gin,1,0,0,0
1690,"얼음,꼬냑,진,애플잭",4,4,gin,0,0,1,0
1691,"얼음,드라이 버무스,진,체리 브랜디,마라스키노 리큐어,오렌지 큐라소,스위트 버무스,레몬",3,5,gin,1,0,0,0
1692,"잘게 부순 얼음,진,레몬 주스,슈가시럽,어린 가지 민트",3,4,gin,0,1,0,0
1693,"얼음,라이트 럼,진,트리플 섹,압생트",4,4,gin|rum,0,1,0,0
1694,"얼음,잘게 부순 얼음,진,아쿠아비트,오렌지 주스,체리 리큐어,파인애플 주스,레몬,마라스키노 베리,어린 가지 민트,오렌지",2,4,gin,0,1,0,0
1695,"얼음,진,스위트 버무스,마라스키노 베리",4,4,gin,0,1,0,0
1696,"얼음,진,드라이 버무스,오렌지 주스,스위트 버무스,계란 노른자",3,3,gin,0,1,0,0
1697,"얼음,진,아몬드향 리큐어,레몬 주스,계란 흰자",3,3,gin,0,1,0,0
1698,"얼음,진,사케",5,1,gin,0,1,0,0
1699,"얼음,진,오렌지 주스,트리플 섹,레몬,마라스키노 베리",4,4,gin,0,1,0,0
1700,"얼음,진,스카치 위스키",5,1,gin|whisky,1,0,0,0
1701,"얼음,진,오렌지 큐라소,캄파리",4,3,gin,0,1,0,0
1702,"얼음,진,블루 큐라소,오렌지 비터즈",4,5,gin,1,0,0,0
1703,"얼음,살구 브랜디,진,듀보네,마라스키노 베리",4,4,gin,1,0,0,0
1704,"얼음,진,살구 브랜디,오렌지 큐라소,레몬 껍질,마라스키노 베리",4,4,gin,0,1,0,0
1705,"얼음,진,레몬 주스,오렌지 큐라소,계란",5,1,gin,0,1,0,0
1706,"얼음,드라이 버무스,진,복숭아 리큐어",3,3,gin,1,0,0,0
1707,"얼음,진,살구 브랜디,드라이 버무스,오렌지 큐라소,레몬,마라스키노 베리",4,3,gin,0,1,0,0
1708,"얼음,진,마라스키노 리큐어,트리플 섹,스위트 버무스",5,2,gin,1,0,0,0
1709,"얼음,진,레몬 주스,슈가시럽,라즈베리,소다수",5,2,gin,1,0,0,0
1710,"얼음,진,패션 프루트 주스,라임 주스,슈가시럽,레몬",1,4,gin,0,1,0,0
1711,"얼음,진,칼바도스,스위트 버무스,레몬 주스,파스티스",3,5,rum,1,0,0,0
1712,"얼음,진,그린 샤르트뢰즈,그린 박하 리큐어",5,2,gin,0,1,0,0
1713,"얼음,진,스위트 버무스,그린 샤르트뢰즈,오렌지 비터즈",4,4,gin,1,0,0,0
1714,"얼음,라이트 럼,진,체리 리큐어,오렌지 주스",4,3,gin|rum,0,1,0,0
1715,"얼음,진,크림,코디얼 메독",2,1,gin,1,0,0,0
1716,"얼음,진,그린 큐라소,스위트 버무스,레몬 주스",2,3,gin,1,0,0,0
1717,"얼음,진,체리 리큐어,마라스키노 리큐어,트리플 섹,오렌지",5,2,gin,1,0,0,0
1718,"얼음,진,오렌지 맛 브랜디,자몽주스",5,1,gin,0,1,0,0
1719,"얼음,진,석류즙,계란 흰자",3,3,gin,0,0,1,0
1720,"얼음,진,그린 샤르트뢰즈,계란 흰자,마라스키노 리큐어",5,1,gin,1,0,0,0
1721,"얼음,진,드라이 버무스,오렌지 주스,스위트 버무스,계란 흰자",3,3,gin,0,1,0,0
1722,"얼음,진,오렌지 큐라소,파인애플 주스,오렌지 비터즈,마라스키노 베리",5,2,gin,0,1,0,0
1723,"얼음,진,살구 브랜디,파인애플 주스",3,3,gin,0,1,0,0
1724,"얼음,진,자몽주스,마라스키노 리큐어,라임 주스,슈가시럽,오렌지",5,2,gin,0,1,0,0
1725,"얼음,꼬냑,진,그린 샤르트뢰즈,체리 브랜디",4,5,gin,1,0,0,0
1726,"얼음,드라이 버무스,진,듀보네",3,3,gin,0,1,0,0
1727,"얼음,진,드라이 버무스,페르넷 브랭커,트리플 섹,스위트 버무스",4,3,gin,0,1,0,0
1728,"얼음,진,오렌지 주스,트리플 섹,오렌지 비터즈",3,3,gin,0,1,0,0
1729,"얼음,진,크림,화이트 크렘 드 망트,너트맥",2,3,gin,0,0,0,1
1730,"얼음,드라이 버무스,진,스위트 버무스,딸기",3,3,gin,0,1,0,0
1731,"얼음,드라이 버무스,진,캄파리,화이트 크렘 드 망트",3,3,gin,1,0,0,0
1732,"얼음,드라이 버무스,진,바나나 리큐어,사이다,바나나,라임,딸기",3,3,gin,0,1,0,0
1733,"얼음,드라이 버무스,진,석류즙,파스티스,마라스키노 베리",3,3,gin,0,1,0,0
1734,"얼음,진,드라이 버무스,레몬 주스,레몬",5,1,gin,0,1,0,0
1735,"얼음,진,살구 브랜디,계란 흰자,석류즙",5,2,gin,0,1,0,0
1736,"얼음,진,그린 큐라소,레몬 주스,파스티스",2,1,gin,0,1,0,0
1737,"얼음,라이트 럼,진,파인애플 주스,파인애플",3,3,gin|rum,0,1,0,0
1738,"얼음,진,자몽주스,트리플 섹",5,2,gin,0,1,0,0
1739,"얼음,진,드라이 버무스,칼바도스,트리플 섹,마라스키노 베리",4,4,gin,0,1,0,0
1740,"얼음,진,파인애플 주스,레몬 주스,트리플 섹,석류즙",1,4,gin,0,1,0,0
1741,"얼음,드라이 버무스,진,듀보네",3,3,gin,1,0,0,0
1742,"얼음,진,살구 브랜디,석류즙,레몬 주스",3,3,gin,0,1,0,0
1743,"얼음,진,트리플 섹,라임 주스,레몬",4,4,gin,0,1,0,0
1744,"얼음,캐나다 위스키,라이트 럼,진,오렌지 주스,복숭아 비터즈",1,3,gin|rum|whisky,0,1,0,0
1745,"얼음,진,크림,레몬 주스,소다수",3,1,gin,0,1,0,0
1746,"얼음,드라이 버무스,진,위스키/허니 리큐어",3,3,gin,1,0,0,0
1747,"얼음,라이트 럼,진,트리플 섹,레몬 껍질",4,4,gin|rum,0,1,0,0
1748,"얼음,진,계란 리큐어,석류즙",3,4,gin,0,0,0,1
1749,"얼음,진,드라이 버무스,오렌지 맛 브랜디,파인애플 주스,비터즈,마라스키노 베리",3,3,gin,1,0,0,0
1750,"얼음,진,칼바도스,스위트 버무스,그린 샤르트뢰즈",3,5,gin,0,1,0,0
1751,"얼음,진,아니제트,캄파리,레몬",5,1,gin,1,0,0,0
1752,"얼음,진,석류즙,그린 올리브,오렌지",4,2,gin,1,0,0,0
1753,"얼음,진,다크 카카오 리큐어",4,2,gin,0,0,0,1
1754,"얼음,진,트리플 섹,패션 프루트 주스,석류즙",3,4,gin,0,1,0,0
1755,"얼음,드라이 버무스,진,마라스키노 리큐어,오렌지 비터즈,압생트,그린 올리브",3,2,gin,0,1,0,0
1756,"얼음,진,크림,다크 카카오 리큐어",3,2,gin,0,0,0,1
1757,"얼음,진,드라이 버무스,레몬 주스,석류즙,트리플 섹,마라스키노 베리",5,1,gin,0,1,0,0
1758,"얼음,진,핌즈 컵 넘버 1,체리 브랜디,레몬 주스,비터즈,오렌지 비터즈,소다수",3,3,gin,0,1,0,0
1759,"얼음,진,포도 주스,스웨디시 푼쉬",2,3,gin,1,0,0,0
1760,"얼음,진,그린 샤르트뢰즈,핌즈 컵 넘버 1,오렌지 큐라소,그린 올리브",4,4,gin,1,0,0,0
1761,"얼음,진,라임 주스,슈가시럽,블랙베리 리큐어,계란 흰자,블랙베리",4,2,gin,0,1,0,0
1762,"얼음,스카치 위스키,진,레몬 주스,계란 흰자,화이트 크렘 드 망트",4,1,gin|whisky,0,1,0,0
1763,"얼음,진,레몬 주스,슈가시럽,샴페인,레몬,마라스키노 베리",4,2,gin|champagne,0,1,0,0
1764,"얼음,진,살구 브랜디,스위트 버무스,석류즙",5,2,gin,0,1,0,0
1765,"얼음,진,크랜베리 주스,소다수,트리플 섹,라임 주스,라임,오렌지",1,4,gin,0,1,0,0
1766,"얼음,진,복숭아 리큐어,패션 프루트 주스,마라스키노 베리",5,2,gin,0,1,0,0
1767,"얼음,진,라임 주스,라즈베리 주스,소다수,레몬",4,1,gin,0,1,0,0
1768,"얼음,드라이 버무스,진,트리플 섹,스위트 버무스,비터즈",3,5,gin,0,1,0,0
1769,"얼음,진,그린 샤르트뢰즈,페르넷 브랭커",4,3,gin,0,1,0,0
1770,"얼음,진,블랙 커런트 리큐어,레드 포트 와인,레몬 주스",3,3,gin,0,1,0,0
1771,"얼음,진,칼바도스,석류즙,레몬",4,3,gin,1,0,0,0
1772,"얼음,살구 브랜디,진,칼바도스,오렌지 주스,석류즙",3,5,gin,0,1,0,0
1773,"얼음,진,레몬 주스,슈가시럽,민트",4,2,gin,0,1,0,0
1774,"얼음,진,오렌지 주스,오렌지 큐라소",5,2,gin,0,1,0,0
